relative_path,label,label_name,source,target1,target2,method,category,type,race,gender,filename
FakeVideo-FakeAudio/Asian (East)/women/id08139/00067_id00579_wavtolip.mp4,1,fake,id08139,id00579,-,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (East),women,00067_id00579_wavtolip.mp4
FakeVideo-FakeAudio/Asian (East)/women/id08397/00167_id05620_wavtolip.mp4,1,fake,id08397,id05620,-,wav2lip,D,FakeVideo-FakeAudio,Asian (East),women,00167_id05620_wavtolip.mp4
FakeVideo-FakeAudio/Asian (East)/women/id08397/00167_id06061_TckvmWR97vo_faceswap_id07739_wavtolip.mp4,1,fake,id08397,id06061,faceswap,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (East),women,00167_id06061_TckvmWR97vo_faceswap_id07739_wavtolip.mp4
FakeVideo-FakeAudio/Asian (East)/women/id08819/00052_id02807_eFC0STvhou4_id00137_wavtolip.mp4,1,fake,id08819,id02807,id00137,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (East),women,00052_id02807_eFC0STvhou4_id00137_wavtolip.mp4
FakeVideo-FakeAudio/Asian (East)/women/id09116/00026_id07039_fZEATu9fyTk_id09116_wavtolip.mp4,1,fake,id09116,id07039,id09116,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (East),women,00026_id07039_fZEATu9fyTk_id09116_wavtolip.mp4
FakeVideo-FakeAudio/Asian (East)/women/id09171/00092_id06225_AERbd8rJHDw_id05844_wavtolip.mp4,1,fake,id09171,id06225,id05844,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (East),women,00092_id06225_AERbd8rJHDw_id05844_wavtolip.mp4
FakeVideo-FakeAudio/Asian (East)/women/id09174/00015_id00137_wavtolip.mp4,1,fake,id09174,id00137,-,wav2lip,D,FakeVideo-FakeAudio,Asian (East),women,00015_id00137_wavtolip.mp4
FakeVideo-FakeAudio/Asian (East)/women/id09175/00072_id04701_7mnc8w6jRlM_id06443_wavtolip.mp4,1,fake,id09175,id04701,id06443,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (East),women,00072_id04701_7mnc8w6jRlM_id06443_wavtolip.mp4
FakeVideo-FakeAudio/Asian (East)/women/id09175/00072_id04701_wavtolip.mp4,1,fake,id09175,id04701,-,wav2lip,D,FakeVideo-FakeAudio,Asian (East),women,00072_id04701_wavtolip.mp4
FakeVideo-FakeAudio/Asian (East)/women/id09181/00048_id06443_wavtolip.mp4,1,fake,id09181,id06443,-,wav2lip,D,FakeVideo-FakeAudio,Asian (East),women,00048_id06443_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id00032/00028_1_id07463_wavtolip.mp4,1,fake,id00032,1,-,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00028_1_id07463_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id00032/00028_id07768_wavtolip.mp4,1,fake,id00032,id07768,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00028_id07768_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id00033/00276_3_id00103_wavtolip.mp4,1,fake,id00033,3,-,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00276_3_id00103_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id00078/00114_id00103_qpTVaP4y5DQ_id00816_wavtolip.mp4,1,fake,id00078,id00103,id00816,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00114_id00103_qpTVaP4y5DQ_id00816_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id00078/00114_id03344_vyNnOo6lU0o_id00773_wavtolip.mp4,1,fake,id00078,id03344,id00773,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00114_id03344_vyNnOo6lU0o_id00773_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id00103/00241_id07163_wavtolip.mp4,1,fake,id00103,id07163,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00241_id07163_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id00414/00052_id07179_P5-oEyX0x1M_id07194_wavtolip.mp4,1,fake,id00414,id07179,id07194,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00052_id07179_P5-oEyX0x1M_id07194_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id00685/00146_id07165_oJ_iy16IBTM_id00773_wavtolip.mp4,1,fake,id00685,id07165,iy16IBTM,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00146_id07165_oJ_iy16IBTM_id00773_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id00732/00118_id07210_wavtolip.mp4,1,fake,id00732,id07210,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00118_id07210_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id00745/00165_id00103_wavtolip.mp4,1,fake,id00745,id00103,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00165_id00103_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id00745/00165_id06354_PmWLmcJNUhM_id00033_wavtolip.mp4,1,fake,id00745,id06354,id00033,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00165_id06354_PmWLmcJNUhM_id00033_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id00745/00165_id07161_OYWKr82Zu38_id04537_wavtolip.mp4,1,fake,id00745,id07161,id04537,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00165_id07161_OYWKr82Zu38_id04537_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id00769/00015_id07463_wavtolip.mp4,1,fake,id00769,id07463,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00015_id07463_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id00773/00038_id00350_75IFJNFAMIM_id06753_wavtolip.mp4,1,fake,id00773,id00350,id06753,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00038_id00350_75IFJNFAMIM_id06753_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id00773/00038_id04928_wavtolip.mp4,1,fake,id00773,id04928,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00038_id04928_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id00773/00038_id07194_NDJaiff98Fo_faceswap_id04526_wavtolip.mp4,1,fake,id00773,id07194,faceswap,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00038_id07194_NDJaiff98Fo_faceswap_id04526_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id00860/00154_id07200_quCElxMhW6g_id04562_wavtolip.mp4,1,fake,id00860,id07200,id04562,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00154_id07200_quCElxMhW6g_id04562_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id03180/00039_id04561_tU_UYY5hSvc_faceswap_id03344_wavtolip.mp4,1,fake,id03180,id04561,UYY5hSvc,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00039_id04561_tU_UYY5hSvc_faceswap_id03344_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id03599/00072_id06334_wavtolip.mp4,1,fake,id03599,id06334,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00072_id06334_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id03599/00072_id08313_t6WZ9KCaXBM_id06355_wavtolip.mp4,1,fake,id03599,id08313,id06355,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00072_id08313_t6WZ9KCaXBM_id06355_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id03945/00063_id06334_wavtolip.mp4,1,fake,id03945,id06334,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00063_id06334_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id04526/00317_0_id07233_wavtolip.mp4,1,fake,id04526,0,-,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00317_0_id07233_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id04526/00317_id07165_oJ_iy16IBTM_id07163_wavtolip.mp4,1,fake,id04526,id07165,iy16IBTM,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00317_id07165_oJ_iy16IBTM_id07163_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id04537/00083_3_id00078_wavtolip.mp4,1,fake,id04537,3,-,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00083_3_id00078_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id04537/00083_id00033_gduDuRWhnlQ_id00732_wavtolip.mp4,1,fake,id04537,id00033,id00732,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00083_id00033_gduDuRWhnlQ_id00732_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id04554/00118_id04526_wavtolip.mp4,1,fake,id04554,id04526,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00118_id04526_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id04554/00118_id07163_wavtolip.mp4,1,fake,id04554,id07163,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00118_id07163_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id04560/00195_id04928_DdzG4VieO7Y_id03180_wavtolip.mp4,1,fake,id04560,id04928,id03180,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00195_id04928_DdzG4VieO7Y_id03180_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id04562/00221_id00459_wavtolip.mp4,1,fake,id04562,id00459,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00221_id00459_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id04562/00221_id07182_717IRon_OIQ_id07182_wavtolip.mp4,1,fake,id04562,id07182,OIQ,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00221_id07182_717IRon_OIQ_id07182_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id04599/00111_id00773_wavtolip.mp4,1,fake,id04599,id00773,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00111_id00773_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id04599/00111_id07161_OYWKr82Zu38_id00769_wavtolip.mp4,1,fake,id04599,id07161,id00769,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00111_id07161_OYWKr82Zu38_id00769_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id04599/00111_id07768_wavtolip.mp4,1,fake,id04599,id07768,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00111_id07768_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id04601/00118_id00459_wavtolip.mp4,1,fake,id04601,id00459,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00118_id00459_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id04928/00027_id04560_wavtolip.mp4,1,fake,id04928,id04560,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00027_id04560_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id06334/00015_id07210_wavtolip.mp4,1,fake,id06334,id07210,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00015_id07210_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id06334/00015_id08457_wavtolip.mp4,1,fake,id06334,id08457,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00015_id08457_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id06354/00021_id07179_wavtolip.mp4,1,fake,id06354,id07179,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00021_id07179_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id07108/00412_id00459_wavtolip.mp4,1,fake,id07108,id00459,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00412_id00459_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id07108/00412_id03599_wavtolip.mp4,1,fake,id07108,id03599,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00412_id03599_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id07108/00412_id07195_wavtolip.mp4,1,fake,id07108,id07195,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00412_id07195_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id07161/00159_id07194_NDJaiff98Fo_id07161_wavtolip.mp4,1,fake,id07161,id07194,id07161,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00159_id07194_NDJaiff98Fo_id07161_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id07161/00159_id07195_wXqfHGtaBn4_faceswap_id00732_wavtolip.mp4,1,fake,id07161,id07195,faceswap,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00159_id07195_wXqfHGtaBn4_faceswap_id00732_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id07163/00141_id00685_Hgrz1Tbmix4_id00769_wavtolip.mp4,1,fake,id07163,id00685,id00769,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00141_id00685_Hgrz1Tbmix4_id00769_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id07163/00141_id00685_wavtolip.mp4,1,fake,id07163,id00685,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00141_id00685_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id07163/00141_id07195_wXqfHGtaBn4_id08314_wavtolip.mp4,1,fake,id07163,id07195,id08314,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00141_id07195_wXqfHGtaBn4_id08314_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id07165/00368_id04537_G1e1UFopjfI_faceswap_id00745_wavtolip.mp4,1,fake,id07165,id04537,faceswap,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00368_id04537_G1e1UFopjfI_faceswap_id00745_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id07165/00368_id07163_aO7f_YmkQnc_id07163_wavtolip.mp4,1,fake,id07165,id07163,YmkQnc,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00368_id07163_aO7f_YmkQnc_id07163_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id07200/00045_id04554_8rSKsBhAaDo_faceswap_id06753_wavtolip.mp4,1,fake,id07200,id04554,faceswap,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00045_id04554_8rSKsBhAaDo_faceswap_id06753_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id07210/00005_id04560_wavtolip.mp4,1,fake,id07210,id04560,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00005_id04560_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id07210/00005_id07194_NDJaiff98Fo_faceswap_id03945_wavtolip.mp4,1,fake,id07210,id07194,faceswap,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00005_id07194_NDJaiff98Fo_faceswap_id03945_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id07233/00010_id07200_quCElxMhW6g_id04562_wavtolip.mp4,1,fake,id07233,id07200,id04562,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00010_id07200_quCElxMhW6g_id04562_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id07463/00028_id00773_2j3lUETJ57I_id00033_wavtolip.mp4,1,fake,id07463,id00773,id00033,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00028_id00773_2j3lUETJ57I_id00033_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id07768/00143_id07161_wavtolip.mp4,1,fake,id07768,id07161,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00143_id07161_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id07768/00143_id07163_aO7f_YmkQnc_id04537_wavtolip.mp4,1,fake,id07768,id07163,YmkQnc,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00143_id07163_aO7f_YmkQnc_id04537_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/men/id08457/00417_id00103_qpTVaP4y5DQ_faceswap_id00732_wavtolip.mp4,1,fake,id08457,id00103,faceswap,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00417_id00103_qpTVaP4y5DQ_faceswap_id00732_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id00043/00135_id06438_wavtolip.mp4,1,fake,id00043,id06438,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00135_id06438_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id00080/00281_id07136_4e43eS5p3_M_faceswap_id04564_wavtolip.mp4,1,fake,id00080,id07136,faceswap,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00281_id07136_4e43eS5p3_M_faceswap_id04564_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id00235/00052_id00488_wavtolip.mp4,1,fake,id00235,id00488,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00052_id00488_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id00488/00028_id06428_A9nvRKd1afA_id00149_wavtolip.mp4,1,fake,id00488,id06428,id00149,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00028_id06428_A9nvRKd1afA_id00149_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id00739/00005_id04529_S92uo-UShxE_id03559_wavtolip.mp4,1,fake,id00739,id04529,id03559,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00005_id04529_S92uo-UShxE_id03559_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id02089/00092_id04529_wavtolip.mp4,1,fake,id02089,id04529,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00092_id04529_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id02310/00139_id04530_W5-PTTL9HzU_id05434_wavtolip.mp4,1,fake,id02310,id04530,id05434,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00139_id04530_W5-PTTL9HzU_id05434_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id02310/00139_id06752_wavtolip.mp4,1,fake,id02310,id06752,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00139_id06752_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id03559/00023_id00461_wavtolip.mp4,1,fake,id03559,id00461,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00023_id00461_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id03559/00023_id04530_wavtolip.mp4,1,fake,id03559,id04530,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00023_id04530_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id03559/00023_id05845_XfMHm6CEwPw_id04529_wavtolip.mp4,1,fake,id03559,id05845,id04529,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00023_id05845_XfMHm6CEwPw_id04529_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id03559/00023_id06437_wavtolip.mp4,1,fake,id03559,id06437,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00023_id06437_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id03815/00118_id03559_pgetxl1qbzM_id00149_wavtolip.mp4,1,fake,id03815,id03559,id00149,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00118_id03559_pgetxl1qbzM_id00149_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id03985/00005_id04070_wavtolip.mp4,1,fake,id03985,id04070,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00005_id04070_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id03985/00005_id04564_wavtolip.mp4,1,fake,id03985,id04564,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00005_id04564_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id04070/00072_id03897_wavtolip.mp4,1,fake,id04070,id03897,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00072_id03897_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id04070/00072_id05931_wavtolip.mp4,1,fake,id04070,id05931,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00072_id05931_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id04490/00054_id03897_bOGItcSqK1s_faceswap_id02619_wavtolip.mp4,1,fake,id04490,id03897,faceswap,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00054_id03897_bOGItcSqK1s_faceswap_id02619_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id04564/00417_0_id04490_wavtolip.mp4,1,fake,id04564,0,-,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00417_0_id04490_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id04564/00417_id02089_wavtolip.mp4,1,fake,id04564,id02089,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00417_id02089_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id04582/00180_id06445_NWtdqOxEbDY_faceswap_id07689_wavtolip.mp4,1,fake,id04582,id06445,faceswap,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00180_id06445_NWtdqOxEbDY_faceswap_id07689_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id04582/00180_id06445_NWtdqOxEbDY_id04530_wavtolip.mp4,1,fake,id04582,id06445,id04530,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00180_id06445_NWtdqOxEbDY_id04530_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id04927/00013_id06232_wavtolip.mp4,1,fake,id04927,id06232,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00013_id06232_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id05478/00135_id06438_vf3xBVgYqYA_id04564_wavtolip.mp4,1,fake,id05478,id06438,id04564,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00135_id06438_vf3xBVgYqYA_id04564_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id05845/00027_id05478_VJkjRzPt-Jw_faceswap_id06437_wavtolip.mp4,1,fake,id05845,id05478,faceswap,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00027_id05478_VJkjRzPt-Jw_faceswap_id06437_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id05920/00161_id05845_XfMHm6CEwPw_faceswap_id00043_wavtolip.mp4,1,fake,id05920,id05845,faceswap,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00161_id05845_XfMHm6CEwPw_faceswap_id00043_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id05920/00161_id06428_A9nvRKd1afA_id00739_wavtolip.mp4,1,fake,id05920,id06428,id00739,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00161_id06428_A9nvRKd1afA_id00739_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id05920/00161_id07377_FGNavKcGANA_id06343_wavtolip.mp4,1,fake,id05920,id07377,id06343,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00161_id07377_FGNavKcGANA_id06343_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id05931/00013_id01026_rM4ZERt7oM0_faceswap_id04070_wavtolip.mp4,1,fake,id05931,id01026,faceswap,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00013_id01026_rM4ZERt7oM0_faceswap_id04070_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id06268/00159_id05435_OvX-Jv_whcU_id07686_wavtolip.mp4,1,fake,id06268,id05435,whcU,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00159_id05435_OvX-Jv_whcU_id07686_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id06343/00023_id07236_Fe0sdHw3sc4_id03985_wavtolip.mp4,1,fake,id06343,id07236,id03985,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00023_id07236_Fe0sdHw3sc4_id03985_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id06428/00043_id07051_d1c0Pl2aP_4_faceswap_id04583_wavtolip.mp4,1,fake,id06428,id07051,faceswap,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00043_id07051_d1c0Pl2aP_4_faceswap_id04583_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id06437/00028_id05435_wavtolip.mp4,1,fake,id06437,id05435,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00028_id05435_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id06752/00221_2_id04530_wavtolip.mp4,1,fake,id06752,2,-,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00221_2_id04530_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id07049/00043_id03815_wavtolip.mp4,1,fake,id07049,id03815,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00043_id03815_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id07051/00083_id07136_4e43eS5p3_M_id00488_wavtolip.mp4,1,fake,id07051,id07136,id00488,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00083_id07136_4e43eS5p3_M_id00488_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id07078/00405_1_id01026_wavtolip.mp4,1,fake,id07078,1,-,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00405_1_id01026_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id07136/00052_0_id05845_wavtolip.mp4,1,fake,id07136,0,-,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00052_0_id05845_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id07136/00052_id03815_hw41YlLps4w_id00747_wavtolip.mp4,1,fake,id07136,id03815,id00747,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00052_id03815_hw41YlLps4w_id00747_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id07136/00052_id07377_wavtolip.mp4,1,fake,id07136,id07377,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00052_id07377_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id07136/00052_id07689_wavtolip.mp4,1,fake,id07136,id07689,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00052_id07689_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id07236/00143_id05435_OvX-Jv_whcU_faceswap_id05920_wavtolip.mp4,1,fake,id07236,id05435,whcU,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00143_id05435_OvX-Jv_whcU_faceswap_id05920_wavtolip.mp4
FakeVideo-FakeAudio/Asian (South)/women/id07236/00143_id05931_bFqu86NV3hk_id06428_wavtolip.mp4,1,fake,id07236,id05931,id06428,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00143_id05931_bFqu86NV3hk_id06428_wavtolip.mp4
